Entity,Code,Year,"CO2 concentrations (NOAA, 2018)"
World,OWID_WRL,-681508,220.24
World,OWID_WRL,-680790,219.14
World,OWID_WRL,-680394,221.31
World,OWID_WRL,-679720,227.9
World,OWID_WRL,-679276,225.81
World,OWID_WRL,-678678,233.11
World,OWID_WRL,-678363,233.61
World,OWID_WRL,-677785,232.7
World,OWID_WRL,-677505,229.16
World,OWID_WRL,-676792,220.09
World,OWID_WRL,-676378,218.21
World,OWID_WRL,-675651,216.59
World,OWID_WRL,-675202,219.96
World,OWID_WRL,-674581,222.57
World,OWID_WRL,-673457,216.12
World,OWID_WRL,-673078,211.69
World,OWID_WRL,-672279,204.67
World,OWID_WRL,-671746,201.12
World,OWID_WRL,-670811,197.13
World,OWID_WRL,-670201,194.79
World,OWID_WRL,-669508,196.83
World,OWID_WRL,-669121,194.88
World,OWID_WRL,-668346,191.51
World,OWID_WRL,-667869,187.66
World,OWID_WRL,-666966,180.67
World,OWID_WRL,-666465,177.71
World,OWID_WRL,-665460,173.71
World,OWID_WRL,-664803,174.77
World,OWID_WRL,-663887,180.54
World,OWID_WRL,-663372,180.17
World,OWID_WRL,-662458,187.77
World,OWID_WRL,-662370,192.55
World,OWID_WRL,-661988,191.02
World,OWID_WRL,-660928,190.86
World,OWID_WRL,-660847,193.91
World,OWID_WRL,-660332,189.69
World,OWID_WRL,-659266,191.59
World,OWID_WRL,-659168,193.97
World,OWID_WRL,-658514,188.43
World,OWID_WRL,-657462,185.68
World,OWID_WRL,-657344,187.38
World,OWID_WRL,-656814,184.1
World,OWID_WRL,-655772,190.88
World,OWID_WRL,-655704,189.23
World,OWID_WRL,-655231,192.93
World,OWID_WRL,-654183,200.35
World,OWID_WRL,-653574,200
World,OWID_WRL,-652489,194.82
World,OWID_WRL,-651780,192.87
World,OWID_WRL,-650759,186.79
World,OWID_WRL,-650154,187.27
World,OWID_WRL,-648997,193.44
World,OWID_WRL,-648398,189.25
World,OWID_WRL,-647241,196.17
World,OWID_WRL,-646662,193.48
World,OWID_WRL,-645305,191.85
World,OWID_WRL,-644427,189.89
World,OWID_WRL,-643201,195.82
World,OWID_WRL,-642351,195.31
World,OWID_WRL,-640907,191.56
World,OWID_WRL,-640125,191.38
World,OWID_WRL,-638422,190.18
World,OWID_WRL,-637468,188.85
World,OWID_WRL,-635764,195.33
World,OWID_WRL,-634572,194
World,OWID_WRL,-633059,194.86
World,OWID_WRL,-632931,195.95
World,OWID_WRL,-632128,193.1
World,OWID_WRL,-630407,196.5
World,OWID_WRL,-629576,200.46
World,OWID_WRL,-627916,200.78
World,OWID_WRL,-627820,205.27
World,OWID_WRL,-627190,199.52
World,OWID_WRL,-625880,205.76
World,OWID_WRL,-625019,215.71
World,OWID_WRL,-624097,228.51
World,OWID_WRL,-623448,235.02
World,OWID_WRL,-622547,237.93
World,OWID_WRL,-621105,239.19
World,OWID_WRL,-621001,243.89
World,OWID_WRL,-619701,243.53
World,OWID_WRL,-618334,245.89
World,OWID_WRL,-617004,248.29
World,OWID_WRL,-615660,252.64
World,OWID_WRL,-614407,252.73
World,OWID_WRL,-614349,252.9
World,OWID_WRL,-613191,252.75
World,OWID_WRL,-611993,256.19
World,OWID_WRL,-610812,258.14
World,OWID_WRL,-609651,259.68
World,OWID_WRL,-609601,257.82
World,OWID_WRL,-608480,257.74
World,OWID_WRL,-607297,259.22
World,OWID_WRL,-606029,254.58
World,OWID_WRL,-604676,248.48
World,OWID_WRL,-603353,244.53
World,OWID_WRL,-601999,239.14
World,OWID_WRL,-600651,237.86
World,OWID_WRL,-599305,232.45
World,OWID_WRL,-597865,229.38
World,OWID_WRL,-597268,225.97
World,OWID_WRL,-596380,219.02
World,OWID_WRL,-595854,216.27
World,OWID_WRL,-594841,216.44
World,OWID_WRL,-594272,221.22
World,OWID_WRL,-593486,232.92
World,OWID_WRL,-592914,237.98
World,OWID_WRL,-592097,238.15
World,OWID_WRL,-591611,233.16
World,OWID_WRL,-590836,229.39
World,OWID_WRL,-590433,225.68
World,OWID_WRL,-589069,237.38
World,OWID_WRL,-588539,243.56
World,OWID_WRL,-588090,248.1
World,OWID_WRL,-587475,250.2
World,OWID_WRL,-586991,246.35
World,OWID_WRL,-586329,238.78
World,OWID_WRL,-585939,234.4
World,OWID_WRL,-585222,225.99
World,OWID_WRL,-584771,223.96
World,OWID_WRL,-582009,210.64
World,OWID_WRL,-581624,206.68
World,OWID_WRL,-580886,209.88
World,OWID_WRL,-580505,215.45
World,OWID_WRL,-579978,219.41
World,OWID_WRL,-579597,225.21
World,OWID_WRL,-579169,230.26
World,OWID_WRL,-578864,236.17
World,OWID_WRL,-578452,243.81
World,OWID_WRL,-578261,244.14
World,OWID_WRL,-577883,251.47
World,OWID_WRL,-577331,252.92
World,OWID_WRL,-576792,249.06
World,OWID_WRL,-576246,251.08
World,OWID_WRL,-575704,251.34
World,OWID_WRL,-575165,251.3
World,OWID_WRL,-574649,252.9
World,OWID_WRL,-574163,252.54
World,OWID_WRL,-573705,248.86
World,OWID_WRL,-573284,252.08
World,OWID_WRL,-572856,251.86
World,OWID_WRL,-572415,251.77
World,OWID_WRL,-571963,248.72
World,OWID_WRL,-571526,249.19
World,OWID_WRL,-571104,247.66
World,OWID_WRL,-570720,246.31
World,OWID_WRL,-570366,250.3
World,OWID_WRL,-570025,251.6
World,OWID_WRL,-569683,249.6
World,OWID_WRL,-569311,251.8
World,OWID_WRL,-568912,251.8
World,OWID_WRL,-568513,251.3
World,OWID_WRL,-568117,250
World,OWID_WRL,-567734,251.3
World,OWID_WRL,-567365,250.2
World,OWID_WRL,-566980,253
World,OWID_WRL,-566584,252.8
World,OWID_WRL,-566254,253.9
World,OWID_WRL,-565935,253.2
World,OWID_WRL,-565599,254.5
World,OWID_WRL,-565289,253.9
World,OWID_WRL,-564968,254.3
World,OWID_WRL,-564639,253.7
World,OWID_WRL,-564295,251.4
World,OWID_WRL,-563946,252.6
World,OWID_WRL,-563589,252.4
World,OWID_WRL,-563184,251.4
World,OWID_WRL,-562774,247.6
World,OWID_WRL,-562361,245.8
World,OWID_WRL,-561978,245.7
World,OWID_WRL,-561586,242.3
World,OWID_WRL,-561185,240.1
World,OWID_WRL,-560706,234.1
World,OWID_WRL,-560360,234.6
World,OWID_WRL,-559938,231.9
World,OWID_WRL,-559501,231.6
World,OWID_WRL,-559016,228.3
World,OWID_WRL,-558487,230.3
World,OWID_WRL,-557923,230.2
World,OWID_WRL,-557687,229.7
World,OWID_WRL,-557366,234.5
World,OWID_WRL,-556828,238.1
World,OWID_WRL,-556356,240.4
World,OWID_WRL,-556205,245.6
World,OWID_WRL,-555888,250.5
World,OWID_WRL,-555707,244
World,OWID_WRL,-555435,249.1
World,OWID_WRL,-555249,243
World,OWID_WRL,-554973,241
World,OWID_WRL,-554457,233.9
World,OWID_WRL,-553892,226.7
World,OWID_WRL,-553208,224.3
World,OWID_WRL,-552530,223.6
World,OWID_WRL,-551859,220.3
World,OWID_WRL,-551669,222.1
World,OWID_WRL,-551296,226.3
World,OWID_WRL,-551071,222.3
World,OWID_WRL,-550732,221.7
World,OWID_WRL,-550161,219.9
World,OWID_WRL,-549431,215.2
World,OWID_WRL,-548633,213.6
World,OWID_WRL,-548281,208.8
World,OWID_WRL,-547770,202.5
World,OWID_WRL,-546821,204.6
World,OWID_WRL,-545857,209.7
World,OWID_WRL,-544880,209.6
World,OWID_WRL,-543915,210.3
World,OWID_WRL,-542936,208.1
World,OWID_WRL,-541895,203.6
World,OWID_WRL,-540790,205
World,OWID_WRL,-539704,211.2
World,OWID_WRL,-538634,212.9
World,OWID_WRL,-537564,206.4
World,OWID_WRL,-536491,205
World,OWID_WRL,-535384,199.4
World,OWID_WRL,-534228,199.8
World,OWID_WRL,-533745,190.5
World,OWID_WRL,-533094,193.8
World,OWID_WRL,-532718,195.1
World,OWID_WRL,-531982,200
World,OWID_WRL,-531604,204.4
World,OWID_WRL,-531038,211.4
World,OWID_WRL,-530643,214.5
World,OWID_WRL,-530129,220.7
World,OWID_WRL,-529251,220.3
World,OWID_WRL,-528341,221.2
World,OWID_WRL,-527453,222.7
World,OWID_WRL,-526567,224.7
World,OWID_WRL,-525749,227.8
World,OWID_WRL,-524946,230.3
World,OWID_WRL,-524157,233.7
World,OWID_WRL,-523387,235.8
World,OWID_WRL,-522621,236.8
World,OWID_WRL,-521852,241.9
World,OWID_WRL,-519624,243.5
World,OWID_WRL,-518872,245.5
World,OWID_WRL,-518123,247.7
World,OWID_WRL,-517379,245.3
World,OWID_WRL,-516650,245.5
World,OWID_WRL,-515926,246.2
World,OWID_WRL,-515205,247.2
World,OWID_WRL,-514471,243
World,OWID_WRL,-513701,241.5
World,OWID_WRL,-512898,239.2
World,OWID_WRL,-512083,238.2
World,OWID_WRL,-511255,242
World,OWID_WRL,-510414,235.2
World,OWID_WRL,-509562,236.4
World,OWID_WRL,-508702,233.4
World,OWID_WRL,-507835,240.3
World,OWID_WRL,-506991,237
World,OWID_WRL,-506168,238.2
World,OWID_WRL,-505362,236
World,OWID_WRL,-504534,235.5
World,OWID_WRL,-503734,233.9
World,OWID_WRL,-502962,234.1
World,OWID_WRL,-502227,232.2
World,OWID_WRL,-501469,232
World,OWID_WRL,-500688,231.2
World,OWID_WRL,-499911,230.8
World,OWID_WRL,-499134,228.2
World,OWID_WRL,-498355,230.8
World,OWID_WRL,-497577,230.6
World,OWID_WRL,-496787,232.8
World,OWID_WRL,-496016,236.5
World,OWID_WRL,-495238,236.4
World,OWID_WRL,-494494,237.6
World,OWID_WRL,-493776,238.5
World,OWID_WRL,-493074,238.3
World,OWID_WRL,-492350,239.1
World,OWID_WRL,-491643,239.7
World,OWID_WRL,-490914,243.7
World,OWID_WRL,-490205,246.7
World,OWID_WRL,-489501,243.3
World,OWID_WRL,-488784,242.6
World,OWID_WRL,-488545,249.3
World,OWID_WRL,-488076,252.8
World,OWID_WRL,-487770,240.9
World,OWID_WRL,-487352,242
World,OWID_WRL,-486615,237.1
World,OWID_WRL,-485898,231.3
World,OWID_WRL,-485179,232.9
World,OWID_WRL,-484449,233
World,OWID_WRL,-483718,231.2
World,OWID_WRL,-482986,231.4
World,OWID_WRL,-482230,231.4
World,OWID_WRL,-481445,227.3
World,OWID_WRL,-480631,223.4
World,OWID_WRL,-479713,223.8
World,OWID_WRL,-478777,218.8
World,OWID_WRL,-478378,220.8
World,OWID_WRL,-477826,231.3
World,OWID_WRL,-477453,236.5
World,OWID_WRL,-476942,239.1
World,OWID_WRL,-475991,236.6
World,OWID_WRL,-475000,232.8
World,OWID_WRL,-473975,233.1
World,OWID_WRL,-473024,241.2
World,OWID_WRL,-472142,245.6
World,OWID_WRL,-471851,243.9
World,OWID_WRL,-471268,243.7
World,OWID_WRL,-470913,232.7
World,OWID_WRL,-470313,229.2
World,OWID_WRL,-469875,218.7
World,OWID_WRL,-469251,215.5
World,OWID_WRL,-468776,206.5
World,OWID_WRL,-468090,205.5
World,OWID_WRL,-466928,203.4
World,OWID_WRL,-465757,204.4
World,OWID_WRL,-464682,208.1
World,OWID_WRL,-463652,210
World,OWID_WRL,-463315,205.2
World,OWID_WRL,-462649,199.9
World,OWID_WRL,-461577,194.4
World,OWID_WRL,-460464,190.7
World,OWID_WRL,-459336,195.5
World,OWID_WRL,-458302,202.4
World,OWID_WRL,-457262,208.3
World,OWID_WRL,-456844,203.3
World,OWID_WRL,-456258,204.3
World,OWID_WRL,-455795,199.1
World,OWID_WRL,-455164,192.5
World,OWID_WRL,-454052,193.3
World,OWID_WRL,-452914,198.4
World,OWID_WRL,-451826,201.9
World,OWID_WRL,-450786,204.9
World,OWID_WRL,-449797,201.2
World,OWID_WRL,-448693,201.7
World,OWID_WRL,-447621,208.1
World,OWID_WRL,-446509,203.5
World,OWID_WRL,-445269,201.1
World,OWID_WRL,-443382,199.1
World,OWID_WRL,-441895,202
World,OWID_WRL,-440281,201.3
World,OWID_WRL,-438710,201.7
World,OWID_WRL,-437113,200.3
World,OWID_WRL,-435535,207.5
World,OWID_WRL,-433990,209.8
World,OWID_WRL,-432429,207.6
World,OWID_WRL,-431900,211.5
World,OWID_WRL,-430229,227.2
World,OWID_WRL,-429074,219.7
World,OWID_WRL,-427228,242.5
World,OWID_WRL,-426890,248.2
World,OWID_WRL,-425991,252.1
World,OWID_WRL,-425205,255.3
World,OWID_WRL,-424672,265.4
World,OWID_WRL,-424287,270
World,OWID_WRL,-423791,270.8
World,OWID_WRL,-423182,268.3
World,OWID_WRL,-422558,267.7
World,OWID_WRL,-421275,270.6
World,OWID_WRL,-420583,266.4
World,OWID_WRL,-419962,268.6
World,OWID_WRL,-418752,273.8
World,OWID_WRL,-418184,271.2
World,OWID_WRL,-417626,273.7
World,OWID_WRL,-416555,274.6
World,OWID_WRL,-416007,271.8
World,OWID_WRL,-415490,273.4
World,OWID_WRL,-414475,271.7
World,OWID_WRL,-413996,276.4
World,OWID_WRL,-413230,271.6
World,OWID_WRL,-412261,264.9
World,OWID_WRL,-411309,274.9
World,OWID_WRL,-409398,283.5
World,OWID_WRL,-408504,282.6
World,OWID_WRL,-407648,274.7
World,OWID_WRL,-406869,284.5
World,OWID_WRL,-405332,285.6
World,OWID_WRL,-404593,279.6
World,OWID_WRL,-403113,280.5
World,OWID_WRL,-402363,276.5
World,OWID_WRL,-400910,275.7
World,OWID_WRL,-400191,283.1
World,OWID_WRL,-398760,283.2
World,OWID_WRL,-397976,277.1
World,OWID_WRL,-396325,276.3
World,OWID_WRL,-392956,260.7
World,OWID_WRL,-392054,273.6
World,OWID_WRL,-391027,259.5
World,OWID_WRL,-390337,258.1
World,OWID_WRL,-387460,245.8
World,OWID_WRL,-385875,246.8
World,OWID_WRL,-384334,239.1
World,OWID_WRL,-382607,240
World,OWID_WRL,-380981,227
World,OWID_WRL,-376810,229.6
World,OWID_WRL,-375085,224.6
World,OWID_WRL,-373255,214.7
World,OWID_WRL,-371508,199.9
World,OWID_WRL,-369436,201.9
World,OWID_WRL,-366116,206.3
World,OWID_WRL,-363240,201.2
World,OWID_WRL,-360618,185.8
World,OWID_WRL,-358734,186.1
World,OWID_WRL,-357060,193
World,OWID_WRL,-353868,209.2
World,OWID_WRL,-352463,209.4
World,OWID_WRL,-351225,216.2
World,OWID_WRL,-349726,221.1
World,OWID_WRL,-347189,220.3
World,OWID_WRL,-345595,211.9
World,OWID_WRL,-344371,204.8
World,OWID_WRL,-343051,205.2
World,OWID_WRL,-341974,200.7
World,OWID_WRL,-340842,250.1
World,OWID_WRL,-338785,234.2
World,OWID_WRL,-338034,239.6
World,OWID_WRL,-337041,241.9
World,OWID_WRL,-336264,255.7
World,OWID_WRL,-335567,270.5
World,OWID_WRL,-334918,278.6
World,OWID_WRL,-334428,285.8
World,OWID_WRL,-333758,278.1
World,OWID_WRL,-333152,298.6
World,OWID_WRL,-332594,288.4
World,OWID_WRL,-332399,289.1
World,OWID_WRL,-332048,282.4
World,OWID_WRL,-331550,273.1
World,OWID_WRL,-330849,272.6
World,OWID_WRL,-330194,271.7
World,OWID_WRL,-329344,265
World,OWID_WRL,-328103,275.1
World,OWID_WRL,-327464,271.9
World,OWID_WRL,-326821,270.1
World,OWID_WRL,-326137,266.1
World,OWID_WRL,-325486,264
World,OWID_WRL,-324641,266.2
World,OWID_WRL,-323873,260.5
World,OWID_WRL,-323057,260.3
World,OWID_WRL,-322217,260.4
World,OWID_WRL,-321433,257.2
World,OWID_WRL,-319867,249.2
World,OWID_WRL,-318966,255.8
World,OWID_WRL,-317880,233.4
World,OWID_WRL,-316903,245.2
World,OWID_WRL,-315983,251.6
World,OWID_WRL,-315200,272.6
World,OWID_WRL,-314501,246.8
World,OWID_WRL,-313708,257.1
World,OWID_WRL,-312886,256.7
World,OWID_WRL,-312102,251.6
World,OWID_WRL,-311393,241.9
World,OWID_WRL,-310643,239
World,OWID_WRL,-309720,237.8
World,OWID_WRL,-308826,233.2
World,OWID_WRL,-308061,226.2
World,OWID_WRL,-307474,227.8
World,OWID_WRL,-306376,225.8
World,OWID_WRL,-305513,244.8
World,OWID_WRL,-304631,248.6
World,OWID_WRL,-303828,250.2
World,OWID_WRL,-303150,240.7
World,OWID_WRL,-302151,240.2
World,OWID_WRL,-301166,236
World,OWID_WRL,-300134,239
World,OWID_WRL,-299076,236.1
World,OWID_WRL,-298166,231
World,OWID_WRL,-297426,224.4
World,OWID_WRL,-296755,217.1
World,OWID_WRL,-294879,213.1
World,OWID_WRL,-293414,212.7
World,OWID_WRL,-292505,206.7
World,OWID_WRL,-291701,206
World,OWID_WRL,-290868,207.6
World,OWID_WRL,-289613,217.1
World,OWID_WRL,-288914,220.4
World,OWID_WRL,-288235,234.9
World,OWID_WRL,-286336,231
World,OWID_WRL,-285870,230.4
World,OWID_WRL,-285494,231.4
World,OWID_WRL,-284660,226.4
World,OWID_WRL,-283981,228
World,OWID_WRL,-282485,231.3
World,OWID_WRL,-280643,223.7
World,OWID_WRL,-279451,215.3
World,OWID_WRL,-278609,211
World,OWID_WRL,-277669,204.5
World,OWID_WRL,-276641,202.2
World,OWID_WRL,-275493,193.2
World,OWID_WRL,-274308,198.4
World,OWID_WRL,-273205,194.1
World,OWID_WRL,-272214,193.9
World,OWID_WRL,-271216,190.4
World,OWID_WRL,-270200,184.7
World,OWID_WRL,-269086,198.8
World,OWID_WRL,-267990,194.2
World,OWID_WRL,-267046,187.2
World,OWID_WRL,-266308,188.7
World,OWID_WRL,-265057,211.7
World,OWID_WRL,-264184,199.9
World,OWID_WRL,-262634,228.1
World,OWID_WRL,-260867,214.6
World,OWID_WRL,-260105,208.9
World,OWID_WRL,-259344,205.7
World,OWID_WRL,-258944,209.6
World,OWID_WRL,-257447,203.9
World,OWID_WRL,-255958,204
World,OWID_WRL,-255111,201.9
World,OWID_WRL,-254349,199
World,OWID_WRL,-252637,195.4
World,OWID_WRL,-251807,196.7
World,OWID_WRL,-251004,195.4
World,OWID_WRL,-250182,213.9
World,OWID_WRL,-249441,200.2
World,OWID_WRL,-247150,214.7
World,OWID_WRL,-244920,219.4
World,OWID_WRL,-244239,230.4
World,OWID_WRL,-243614,236.7
World,OWID_WRL,-243107,249.9
World,OWID_WRL,-242632,252.3
World,OWID_WRL,-242172,263.7
World,OWID_WRL,-241189,280.2
World,OWID_WRL,-240735,279
World,OWID_WRL,-239905,263.2
World,OWID_WRL,-239383,259.7
World,OWID_WRL,-238240,252.8
World,OWID_WRL,-237789,247.4
World,OWID_WRL,-237437,245.8
World,OWID_WRL,-237058,245.6
World,OWID_WRL,-236475,239.1
World,OWID_WRL,-235956,243.1
World,OWID_WRL,-235442,247.4
World,OWID_WRL,-234901,241.4
World,OWID_WRL,-234476,252.1
World,OWID_WRL,-234041,245.2
World,OWID_WRL,-230906,241.6
World,OWID_WRL,-230242,233.9
World,OWID_WRL,-229180,232.4
World,OWID_WRL,-227622,224.5
World,OWID_WRL,-226817,233.1
World,OWID_WRL,-226489,234.5
World,OWID_WRL,-225770,235.5
World,OWID_WRL,-224900,215.7
World,OWID_WRL,-224310,203.3
World,OWID_WRL,-222322,205.6
World,OWID_WRL,-221179,208.8
World,OWID_WRL,-220590,207.1
World,OWID_WRL,-219747,216.1
World,OWID_WRL,-218986,214.1
World,OWID_WRL,-217118,240.5
World,OWID_WRL,-216251,245.3
World,OWID_WRL,-215745,251.1
World,OWID_WRL,-215466,251.7
World,OWID_WRL,-214915,247.5
World,OWID_WRL,-214356,242.6
World,OWID_WRL,-213962,240.3
World,OWID_WRL,-213131,241.4
World,OWID_WRL,-212209,251.2
World,OWID_WRL,-211380,243.4
World,OWID_WRL,-210583,257.4
World,OWID_WRL,-210129,239.5
World,OWID_WRL,-209628,246.9
World,OWID_WRL,-209108,252
World,OWID_WRL,-208882,247.2
World,OWID_WRL,-208225,243.9
World,OWID_WRL,-208016,244.6
World,OWID_WRL,-207495,242.2
